19	1	 0 0 0 0 0 0 0 0 
1	0	1	11	0	1	0.402897	-0.372389	3.3284	8.38481	0	30.0869	-27.7835	234.177
2	0	1	2212	0	2	0.333573	0.000720085	0.207743	2.66003	0	20.7419	14.4082	2.52486
3	0	1	2212	0	3	0.165319	0.0961229	0.112175	1.32907	0	5.683	6.12573	1.98797
4	0	1	2212	0	4	-0.00259256	0.0901163	-0.024722	1.07744	0	-0.827782	3.01133	10.785
5	0	1	2212	0	6	0.122181	-0.011486	0.130848	1.67226	0	8.5752	2.4589	-2.30419
6	0	1	2212	0	7	0.0626057	-0.0164425	0.0139428	1.79287	0	8.80145	2.60659	-11.4186
7	0	1	2212	0	8	-0.494462	-0.164528	-0.0364698	1.96898	0	-21.9389	-19.3558	8.33133
8	0	1	2212	0	9	0.0162145	0.148547	-0.0910769	0.676464	0	-0.0967687	3.16773	-13.2389
9	0	1	2212	0	10	-0.0638241	-0.0373899	0.165819	0.862398	0	-1.4999	-1.35048	18.9789
10	0	1	2212	0	11	-0.121646	0.0176178	-0.0657031	0.81805	0	-3.17284	-0.0807033	2.26008
11	0	1	2212	0	13	0.0677145	0.207416	0.11309	0.47174	0	0.68987	3.10117	17.4223
12	0	1	2212	0	14	-0.0185744	0.0525024	0.0157836	1.63996	0	-2.03732	2.36684	-3.79896
13	0	1	2212	0	16	-0.050618	-0.0653134	0.016963	1.2004	0	-1.25202	-2.93247	11.8245
14	0	1	2212	0	17	0.0698348	-0.0300271	0.0102935	1.26082	0	3.11122	-0.393108	-17.7842
15	0	1	2212	0	18	0.0995239	-0.10739	-0.0362557	1.69967	0	7.22387	-3.50193	11.7052
16	0	1	2212	0	19	-0.0394799	0.0280007	0.12354	2.08646	0	-3.04033	0.380899	3.92115
17	0	1	2212	0	20	-0.0800778	0.134763	0.0101077	0.647934	0	-1.97694	2.51363	-18.6297
18	0	1	22	0	321	0.00164975	0.00651199	0.00221802	1.21138	0	8.04917	31.2164	10.4056
19	0	1	22	0	323	0.00050546	3.01195e-06	0.000543419	1.44661	0	28.1836	-0.126976	29.9018
